id,keyword,location,text,target,processed_text
2750,crush,Jimeta Adamawa Nigeria,Me waitin 4 ma crush's tweet😍😀 https://t.co/2VIYeGTYq9,0,waitin 4 crush tweet
2751,crush,"Kalimantan Selatan, Indonesia",When your crush passes by https://t.co/RrA250Cm9i,0,crush pass
2752,crush,,I don't really know if i really have crush on him tho. 😂😂😂😂So yeah.,0,dont really know really crush tho yeah
2753,crush,,Cara buat Web buat nembak Your Crush -a Thread https://t.co/7FH1XkkAuE,0,cara buat web buat nembak crush thread
2754,crush,"Boring, Denmark",First impression: JoBro Your nickname in my head: Nonee Closeness ratings [1-10]: 6 Do I like you: Y… https://t.co/yXqoQyzJCP,0,first impression jobro nickname head nonee closeness rating 110 6 like
2755,crush,,IF 👏🏼 YOUR 👏🏼 WOMAN 👏🏼 LIKES 👏🏼 BEING 👏🏼 CHOKED 👏🏼 DURING 👏🏼 SEX 👏🏼 YOU'RE 👏🏼 SUPPOSED 👏🏼 TO 👏🏼 SQUEEZE 👏🏼 THE 👏🏼 SIDES 👏🏼 OF…,0,woman like choked sex youre supposed squeeze side
2756,crush,,fucking day cuz my crush stupid,0,fucking day cuz crush stupid
2757,crush,,ok ik this angle looks weird but im telling yall if chan and i went to the same high school together i would have had the big…,0,ok ik angle look weird im telling yall chan went high school together would big
2758,crush,Nigeria Worldwide,What were you told about guys with good heart? (Pick your crush wisely 😊) https://t.co/RbDcjJX5Sj,0,told guy good heart pick crush wisely
2759,crush,kim woojin,i'm bored so: ➝ reply with 'changbin tiny baby' and i'll do this! ➝ [mutuals only ♡] first impression: your nickn… https://t.co/ufuapbnxkk,0,im bored reply changbin tiny baby ill mutuals first impression nickn
2760,crush,📍,My secret crush is . Find your secret crush at https://t.co/tFEui2S107 #AvaTweet #SecretCrush https://t.co/gRNeXLaWwN,0,secret crush find secret crush avatweet secretcrush
2761,crush,,when i was like 6 i had a huge crush on spider man then when i figured out it was a mask and saw tobey m…,0,like 6 huge crush spider man figured mask saw tobey
2762,crush,"London, England","| Hello, Eric! | A social media serye where Lola Casas, a liberated probinsyana, chases after her new crush, Eric Evans, the…",0,hello eric social medium serye lola casas liberated probinsyana chase new crush eric evans
2763,crush,WEST AFRICA - GHANA,"BOSS IT UP .... We Never run,We Never run Because know we are the real Boss We never rush,we never crush Becaus… https://t.co/tzLcl79Fev",0,bos never runwe never run know real bos never rushwe never crush becaus
2764,crush,"Seoul, Mapo-gu, HapJeong-dong ",After 20 yrs my crush on you.. Cieeeee...... 😘 Ketjup manjah. https://t.co/Xh36GTHAoM,0,20 yr crush cieeeee ketjup manjah
2765,crush,,GOLF - Nike Golf Shirt – Zonal Cooling Polo – Burgundy Crush AW18: Current Prince Purchase Details Nike Golf Shirt… https://t.co/scOBSmi2uq,0,golf nike golf shirt zonal cooling polo burgundy crush aw18 current prince purchase detail nike golf shirt
2766,crush,$iargao,Ang 😠🥺😔🤘🏼 cute 🧡😩🤘🏼💖😋 mag 😩🧡 smile 😬😁😛 nung 😊☺️ crush 🥰💜💛🧡🤪🧡😋 ko 😍🥰😋🧡🥺❤️💛💜😩🤘🏼😠,0,ang cute mag smile nung crush ko
2767,crush,United States,This week a farmer told us that farrowing crates are needed because pigs otherwise crush their babies Does the below loo…,0,week farmer told u farrowing crate needed pig otherwise crush baby loo
2768,crush,,"you used to make a sim of your crush and when you realised it was unrequited love, you’d fence in the pool and drow… https://t.co/s5ho9K3SOS",0,used make sim crush realised unrequited love youd fence pool drow
2769,crush,"Arizona, USA",First impression: yo this guy's HS art is NUTS Your nickname in my head: Jerry (Seinfeld.) Closeness… https://t.co/qNfrNOpScs,0,first impression yo guy h art nut nickname head jerry seinfeld closeness
2770,crush,"New Orleans, LA",Me ordering from Starbucks when my Crush is working... https://t.co/BIu9OJ7x98,0,ordering starbucks crush working
2771,crush,puso ni timothee,crush vc tayo :((,0,crush vc tayo
2772,crush,"Cape Town, South Africa",Does anyone have a friend crush on ateez like.... you just want to be their friend and hang out and go for lunch or something,0,anyone friend crush ateez like want friend hang go lunch something
2773,crush,"Johannesburg, South Africa",I used have a huge crush on her.,0,used huge crush
2774,crush,,My crush liking me back? HAHA I CAN ONLY IMAGINE,0,crush liking back haha imagine
2775,crush,"Sacramento, CA",All the people I know who went to Uchicago always mentioned taking a class in an obscure or dead language like Basq… https://t.co/1qg8lIMK8Q,0,people know went uchicago always mentioned taking class obscure dead language like basq
2776,crush,"Portland, OR","wish i had a buck for every person who says “oh yeah my wife/girlfriend plays games but she isn’t like, a GAMER, she just ow…",0,wish buck every person say oh yeah wifegirlfriend play game isnt like gamer ow
2777,crush,"Lagos, Nigeria","When you have a crush on someone, your brain overlooks and ignores the flaws of that person causing them to appear ""perfect""",0,crush someone brain overlook ignores flaw person causing appear perfect
2778,crush,"Victoria Island, Nigeria","Please enough of sex talks, Kings ask one question from the Bible, any lady that gets it right will be your crush 😆😁😃 .",0,please enough sex talk king ask one question bible lady get right crush
2779,crush,"München, Bayern",Das sag: ich crush dich ohne liebe,0,da sag ich crush dich ohne liebe
2780,crush,,Sweetie you probably should sets your sights a little lower. Possibly a crush on Adam Sc… https://t.co/N0Zd1sxgOu,0,sweetie probably set sight little lower possibly crush adam sc
2781,crush,,ex crush is cancelled 🤢,0,ex crush cancelled
2782,crush,chunggos🦍,That moment when you and your crush look at each other at the same time and smile...,0,moment crush look time smile
2783,crush,"Oakland, CA",my psych professor once said: “It takes 6-8 months for your brain to process complete forgiveness for someone who hurt you…,0,psych professor said take 68 month brain process complete forgiveness someone hurt
2784,crush,kung san may pagkain ✊🏻,hELOO ULIT CRUSH HEHE! https://t.co/B9Xp9R7niQ,0,heloo ulit crush hehe
2785,crush,,"Forget Rihanna, forget Beyonce or your crush, is the real deal. #SheDeyBe https://t.co/dfkcwRWdJT",0,forget rihanna forget beyonce crush real deal shedeybe
2786,crush,Copenhagen,Me explaining to my homeboys crush “how she’s special and I’ve never seen him act like this with any other girl before.”…,0,explaining homeboy crush shes special ive never seen act like girl
2787,crush,where @valueraw is,The way i boast about talking to my crush to my friends Vs how i actually talk to her/him,0,way boast talking crush friend v actually talk herhim
2788,crush,Philippines,GAIN MUTUALS! RT/LIKE THIS IF YOU STAN: TAEYANG TAEMIN KANG DANIEL PAUL KIM JAEHWAN CRUSH ILHOON SENGHWAN DAEHYUN K-WI…,0,gain mutuals rtlike stan taeyang taemin kang daniel paul kim jaehwan crush ilhoon senghwan daehyun kwi
2789,crush,Nigeria,When i shoot my shot to my crush and she rejects me. Me to my friends:,0,shoot shot crush reject friend
2790,crush,she/her · 20↑ · aus: carrd,♡ first impression: changlix sticky note!!! your nickname in my head: jona uwu closeness ratings [1-10]:… https://t.co/oN5kgkFZLp,0,first impression changlix sticky note nickname head jona uwu closeness rating 110
2791,crushed,,I would not mind getting crushed between your legs,0,would mind getting crushed leg
2792,crushed,,"This whole things creates more reasons for us to fight for them. X1, 1. Being treated as a sinner 2. Was thrown hates for thi…",0,whole thing creates reason u fight x1 1 treated sinner 2 thrown hate thi
2793,crushed,in this world,"Prediction: This idol couple has been dating since early 2017, there a well known idol couple between idols. The female…",0,prediction idol couple dating since early 2017 well known idol couple idol female
2794,crushed,Pri’s heart 💜,"I kept on hoping she was alive, and hidden somewhere... and in that episode where the two… https://t.co/ZjesIBaZBQ",0,kept hoping alive hidden somewhere episode two
2795,crushed,"Pretoria, South Africa",Cause Our Ego Is Crushed At That Point,0,cause ego crushed point
2796,crushed,Virginia,What happens when the gaslighting of Political Reality Stars stops working as the illegal political 5… https://t.co/ezlN8irBay,0,happens gaslighting political reality star stop working illegal political 5
2797,crushed,Malaysia,"istg if they d word x1 bcs they're abt to debut a new boygroup then y'all sick as fuck, you just crushed our boys dreams…",0,istg word x1 bcs theyre abt debut new boygroup yall sick fuck crushed boy dream
2798,crushed,,"When Ed Orgeron was passed over for the USC job, he was crushed. His wife Kelly told him, “God has a better plan.” T…",0,ed orgeron passed usc job crushed wife kelly told god better plan
2799,crushed,Bharat,"Under DMK rule each district president of the party is a crown prince and they run their own fiefdoms , entire state and d…",0,dmk rule district president party crown prince run fiefdom entire state
2800,crushed,,"SHAME: Venezuela dictator Nicolás Maduro destroyed his country, starved his people &amp; crushed dissidents. So the U.N. just…",0,shame venezuela dictator nicolás maduro destroyed country starved people amp crushed dissident un
2801,crushed,,“This Pink Beach in the Philippines Has Been Named As One of the Best Beaches in the World...Dubbed aptly as the Pink Be…,0,pink beach philippine named one best beach worlddubbed aptly pink
2802,crushed,,The day we trust our Government again is the day this treasonous liar is removed from office. Will courageous Republican…,0,day trust government day treasonous liar removed office courageous republican
2803,crushed,,"Now that Oko, the Protector is gone. I had several nightmares to be crushed by Titans &amp; Zombies. Hopefully this was… https://t.co/iEdZnfeiTw",0,oko protector gone several nightmare crushed titan amp zombie hopefully
2804,crushed,Cardiff,"Robert Attewyndyate, died 1305 after his crushed hand became infected from coming into contact with horse dung",1,robert attewyndyate died 1305 crushed hand became infected coming contact horse dung
2805,crushed,,JINSOUL HAS PUPPY DOG EYES.. LITERALLY THE 🥺 EMOJI IM CRUSHED https://t.co/yAVLqQeqRE,0,jinsoul puppy dog eye literally emoji im crushed
2806,crushed,,Sassenach notebook crushed by the muscular girl – Part 2 total destruction punching and breaking apart… https://t.co/zrtELex8kr,0,sassenach notebook crushed muscular girl part 2 total destruction punching breaking apart
2807,crushed,,Tbh I would have crushed it. Fuck those evil shits.,0,tbh would crushed fuck evil shit
2808,crushed,germany | 18 | she/her,get crushed lmaoooooo https://t.co/uGCNoQs943,0,get crushed lmaoooooo
2809,crushed,,"I know I’m getting my period because I craved and ate Special K cereal with bananas, honey and crushed cookies insi… https://t.co/a9rSGAvEgS",0,know im getting period craved ate special k cereal banana honey crushed cooky insi
2810,crushed,Minnesota,“That’s amazing. You managed to turn an apology of sorts into a bragathon.” CRUSHED https://t.co/ws1Borl54R… https://t.co/mytjTgXme2,0,thats amazing managed turn apology sort bragathon crushed
2811,crushed,"Sol-System,Pale Blue Dot","Jeez, let’s consider the counter factual to not intervening in Libya: 1- Jihadists/Islamists rebellion would have been crush…",0,jeez let consider counter factual intervening libya 1 jihadistsislamists rebellion would crush
